romance,new_character,character_development,magic_kaito,english_airdate,next_conans_hint,original_airdate,episode_title,japanese_episode_number,characters_pasts,black_organization,manga_source,fbi,english_episode_number
no,no,no,no,,Plastic container,"January 23, 2016",Cactus's Flower Murder Case (Remastered),37,no,no,TV Original,no,-
no,no,no,no,,Speaker,"January 30, 2016",The Ventriloquist's Illusion (Part 1),806,no,no,TV Original,no,-
no,no,no,no,,Trophy,"February 6, 2016",The Ventriloquist's Illusion (Part 2),807,no,no,TV Original,no,-
no,no,no,no,,Outdoor bath,"February 13, 2016",The Kamaitachi Inn (Part 1),808,no,no,V86 - F5~8,no,-
no,no,no,no,,Kuzuyu,"February 20, 2016",The Kamaitachi Inn (Part 2),809,no,no,V86 - F5~8,no,-
no,yes,no,no,,Kawanakajima,"February 27, 2016",The Darkness of the Prefectural Police (Part 1),810,no,no,V86 - F9 ~ V87 - F2,no,-
no,no,no,no,,Rope,"March 5, 2016",The Darkness of the Prefectural Police (Part 2),811,no,no,V86 - F9 ~ V87 - F2,no,-
no,no,no,no,,Woodpecker,"March 12, 2016",The Darkness of the Prefectural Police (Part 3),812,no,no,V86 - F9 ~ V87 - F2,no,-
no,yes,no,no,,Kir,"March 19, 2016",Black Impact I (Remastered),425,no,yes,V48 - F9,yes,-
no,yes,no,no,,Chianti & Korn,"March 26, 2016",Black Impact II (Remastered),425,no,yes,V48 - F9,yes,-
no,no,no,no,,Gin,"April 2, 2016",Black Impact III (Remastered),425,no,yes,V48 - F9,yes,-
no,no,no,no,,Shuichi Akai,"April 9, 2016",Black Impact IV (Remastered),425,no,yes,V48 - F9,yes,-
no,no,no,no,,Sandwiches,"April 16, 2016",The Shadow Approaching Amuro,813,no,yes,TV Original,no,-
no,no,no,no,,Fresh cream,"April 23, 2016",The Actress Blogger's Locked Room Case (Part 1),814,no,no,V87 - F3~5,no,-
no,no,yes,no,,Toy helicopter,"April 30, 2016",The Actress Blogger's Locked Room Case (Part 2),815,no,no,V87 - F3~5,no,-
no,no,no,no,,Cold medicine,"May 7, 2016",The Disappointing and Kind Alien,816,no,no,TV Original,no,-
no,no,no,no,,Cuff links,"May 14, 2016",The Missing Fiance,817,no,no,TV Original,no,-
no,no,no,no,,Recycling shop,"May 21, 2016",Kogoro's Pursuit of Rage (Part 1),818,no,no,TV Original,no,-
no,no,no,no,,Facial mole,"May 28, 2016",Kogoro's Pursuit of Rage (Part 2),819,no,no,TV Original,no,-
no,no,no,no,,Station poster,"June 4, 2016",The Seven People in the Waiting Room,820,no,no,TV Original,no,-
no,no,no,no,,Dongaraji temple,"June 11, 2016",The Hidden Secret of Dongaraji Temple,821,no,no,TV Original,no,-
no,no,no,no,,Higo and Yoko,"June 18, 2016",The Suspects Are a Passionate Couple (Part 1),822,no,no,V87 - F10,no,-
no,no,no,no,,Vacuum bag,"June 25, 2016",The Suspects Are a Passionate Couple (Part 2),823,no,no,V87 - F10,no,-
no,no,no,no,,Doll house,"July 9, 2016",The Detective Boys Get Out of the Rain,824,no,no,TV Original,no,-
no,no,no,no,,Rise and fall of the tide,"July 16, 2016",The Tidal Park Comeback Case,825,no,no,TV Original,no,-
no,no,no,no,,Tobacco,"July 23, 2016","The Beauty, The Lies, and The Secrets",826,no,no,TV Original,no,-
no,no,no,no,,Ramen Ogura,"July 30, 2016","Ramen So Good, It's to Die For 2 (Part 1)",827,no,no,V88 - F2~4,no,-
no,no,yes,no,,"Vinegar, soy sauce, and black pepper","August 6, 2016","Ramen So Good, It's to Die For 2 (Part 2)",828,no,no,V88 - F2~4,no,-
no,no,no,no,,Toy engine,"August 13, 2016",The Mysterious Boy,829,no,no,TV Original,no,-
no,no,no,no,,Birthday cake,"August 20, 2016",The Memories of First Love Case (Part 1) (Remastered),100,no,no,V18 - F3~5,no,-
yes,no,no,no,,Convenience store,"August 27, 2016",The Memories of First Love Case (Part 2) (Remastered),101,no,no,V18 - F3~5,no,-
no,no,no,no,,Zombie blade,"September 3, 2016",A Cottage Surrounded by Zombies (Part 1),830,no,no,V88 - F5~9,no,-
no,no,no,no,,Audition,"September 10, 2016",A Cottage Surrounded by Zombies (Part 2),831,no,no,V88 - F5~9,no,-
no,no,no,no,,Toilet paper,"September 17, 2016",A Cottage Surrounded by Zombies (Part 3),832,no,no,V88 - F5~9,no,-
no,no,no,no,,Emergency staircase,"September 24, 2016",The Great Detective's Weakness,833,no,no,TV Original,no,-
no,no,no,no,,Announcement letter,"October 1, 2016",The Man Who Died Twice (Part 1),834,no,no,TV Original,no,-
no,no,no,no,,Calendar,"October 8, 2016",The Man Who Died Twice (Part 2),835,no,no,TV Original,no,-
no,yes,no,no,,Security camera,"October 15, 2016",The Unfriendly Girls Band (Part 1),836,yes,no,V88 - F10,no,-
no,no,yes,no,,Knit hat,"October 22, 2016",The Unfriendly Girls Band (Part 2),837,no,no,V88 - F10,no,-
no,yes,no,no,,Baseball field,"October 29, 2016",The Triplet's Country Home Murder Case (Remastered),72,no,no,V13 - F2~4,no,-
no,no,no,no,,Hat,"November 5, 2016",Mysterious Case in a Hot Air Balloon,838,no,no,TV Original,no,-
no,no,no,no,,Wind,"November 12, 2016",You Can Hear The Tengu's Voice,839,no,no,TV Original,no,-
no,no,no,no,,Watch,"November 19, 2016",The Last Gift,840,no,no,TV Original,no,-
no,no,no,no,,Umbrella,"November 26, 2016",The Rainy Bus Stop,841,no,no,TV Original,no,-
no,no,yes,no,,Black handbag,"December 3, 2016",The Shinkansen's Bomb Case (Remastered),5,no,no,V4 - F4~6,no,-
no,no,no,no,,N/A,"December 9, 2016",Episode One: The Great Detective Turned Small (TV Special),S6,no,yes,TV Original,no,-
no,no,no,no,,Ferris wheel,"December 10, 2016",Turning Point on a Driving Date,842,no,no,TV Original,no,-
no,no,no,no,,Christmas present,"December 17, 2016",The Detective Boys in a Grove (Part 1),843,no,no,V89 - F2~4,no,-
no,no,yes,no,,Mannequin,"December 24, 2016",The Detective Boys in a Grove (Part 2),844,no,no,V89 - F2~4,no,-
no,no,no,no,,Two-tone shoes,"January 7, 2017",Conan Cornered in the Darkness (Part 1),845,no,no,TV Original,no,-
no,no,no,no,,Hearse,"January 14, 2017",Conan Cornered in the Darkness (Part 2),846,no,no,TV Original,no,-
no,no,no,no,,Moving armor,"January 21, 2017",Art Museum Owner Murder Case (Remastered),8,no,no,V4 - F1~3,no,-
yes,no,no,no,,Concrete,"January 28, 2017",Chiba's Difficult UFO Case (Part 1),847,no,no,V89 - F5~7,no,-
yes,no,no,no,,Garbage bag,"February 4, 2017",Chiba's Difficult UFO Case (Part 2),848,no,no,V89 - F5~7,no,-
yes,no,no,no,,Air conditioner,"February 11, 2017",The Marriage Registration's Password (Part 1),849,no,no,V89 - F8~10,no,-
no,no,yes,no,,Origami,"February 18, 2017",The Marriage Registration's Password (Part 2),850,no,no,V89 - F8~10,no,-
no,yes,no,no,,Film camera,"February 25, 2017",Tenkaichi Night Festival Murder Case (Remastered),9,no,no,V6 - F9,no,-
no,no,no,no,,Airport shuttle,"March 4, 2017",The Descent Into Hell Tour of Love (Beppu Chapter),851,no,no,TV Original,no,-
no,no,no,no,,Shoes,"March 11, 2017",The Descent Into Hell Tour of Love (Oita Chapter),852,no,no,TV Original,no,-
no,no,no,no,,Nameplate,"March 18, 2017",Memories from Sakura Class (Ran GIRL),853,yes,no,V87 - F6~9,no,-
yes,no,no,no,,Colored paper,"March 25, 2017",Memories from Sakura Class (Shinichi BOY),854,no,no,V87 - F6~9,no,-
no,no,no,no,,Shizuka Ikenami,"April 1, 2017",The Client Full of Lies (Part 1) (Remastered),220,no,no,V28 - F3~5,no,-
no,no,no,no,,Heiji Hattori,"April 8, 2017",The Client Full of Lies (Part 2) (Remastered),221,no,no,V28 - F3~5,no,-
no,no,no,no,,Karate Gi,"April 15, 2017",The Mystery of the Vanished Black Belt,855,no,no,TV Original,no,-
no,no,no,no,,Closet,"April 22, 2017",The Secret of the Celebrity Couple,856,no,no,TV Original,no,-
no,no,no,no,,The ABC Murders,"April 29, 2017",The Mystery of Beika Street Crossroad (Part 1),857,no,no,TV Original,no,-
no,no,no,no,,Mystery magazines,"May 6, 2017",The Mystery of Beika Street Crossroad (Part 2),858,no,no,TV Original,no,-
no,no,no,no,,Research balloon,"May 13, 2017",The Mountain Route of Darkness,859,no,no,TV Original,no,-
no,no,no,no,,Thief,"May 20, 2017",The Security System's Pitfall,860,no,no,TV Original,no,-
no,no,no,no,,Sword cut,"May 27, 2017",The Antique Collector Murder Case (Remastered),16,no,no,V6 - F2~5,no,-
no,yes,yes,no,,Scissors,"June 3, 2017",Just Like a 17 Year Old Crime Scene (Part 1),861,no,no,V89 - F11,yes,-
no,no,no,no,,Colored ball,"June 10, 2017",Just Like a 17 Year Old Crime Scene (Part 2),862,no,yes,V89 - F11,yes,-
no,no,yes,no,,Wine glass,"June 17, 2017",Soul Detective Murder Case (Part 1),863,no,no,V90 - F3~5,no,-
no,no,yes,no,,Salt,"June 24, 2017",Soul Detective Murder Case (Part 2),864,no,yes,V90 - F3~5,no,-
no,no,no,no,,Potted plant,"July 8, 2017",The Foul-Mouthed Myna Bird,865,no,no,TV Original,no,-
no,no,no,no,,Rope,"July 15, 2017",The Stage of Betrayal (Part 1),866,yes,yes,V90 - F6~9,no,-
no,no,yes,no,,Folding chair,"July 22, 2017",The Stage of Betrayal (Part 2),867,yes,yes,V90 - F6~9,no,-
no,no,no,no,,Group photo,"July 29, 2017",The Whistling Bookstore,868,no,no,TV Original,no,-
no,no,no,no,,Family photo,"August 5, 2017",Conan Disappeared on the Cliff (Part 1),869,no,no,TV Original,no,-
no,no,no,no,,Password,"August 12, 2017",Conan Disappeared on the Cliff (Part 2),870,no,no,TV Original,no,-
no,yes,no,no,,Air-conditioning,"August 19, 2017",Wealthy Daughter Murder Case (Part 1) (Remastered),39,no,no,V9 - F7,no,-
yes,no,no,no,,Shower,"August 26, 2017",Wealthy Daughter Murder Case (Part 2) (Remastered),40,no,no,V9 - F7,no,-
no,no,no,no,,Nobuna Gaizers,"September 2, 2017",The Nobunaga 450 Case,871,no,no,TV Original,no,-
no,no,no,no,,Buried treasure,"September 9, 2017",Conan and Heiji's Nue Legend (Squealing),872,no,no,V90 - F10~11,no,-
no,no,no,no,,Giant monster,"September 16, 2017",Conan and Heiji's Nue Legend (Claw),873,no,no,V91 - F1~3,no,-
no,yes,no,no,,Plastic bottle,"September 23, 2017",Conan and Heiji's Nue Legend (Resolution),874,no,no,V91 - F1~3,no,-
no,no,no,no,,Tanuki,"September 30, 2017",The Mysterious Prophetic Buddha,875,no,no,TV Original,no,-
no,no,no,no,,Mouse,"October 7, 2017",The Mechanical Witness,876,no,no,TV Original,no,-
no,no,no,no,,Genta,"October 14, 2017",A Pair of Crossing Fates,877,no,no,TV Original,no,-
no,no,no,no,,Clock,"October 21, 2017",Akaoni Village Fire Festival Murder Case (Remastered),38,no,no,V2 - F1~3,no,-
no,no,no,no,,Swimsuits,"October 28, 2017",The Blind Spot in the Dressing Room (Part 1),878,no,no,V91 - F10~11,no,-
no,no,no,no,,Sandals,"November 4, 2017",The Blind Spot in the Dressing Room (Part 2),879,no,no,V92 - F1,no,-
no,no,no,no,,Greenhouse,"November 11, 2017",The Detective Boys and the Ghost Mansion,880,no,no,TV Original,no,-
no,no,yes,no,,Beach hut,"November 18, 2017",The Wizard of the Ripples (Part 1),881,yes,no,V92 - F2~4,yes,-
no,yes,yes,no,,Detective's assistant,"November 25, 2017",The Wizard of the Ripples (Part 2),882,yes,no,V92 - F2~4,yes,-
no,no,no,no,,Pop-up book,"December 2, 2017",The Pop-up Book Bomber (Part 1),883,no,no,TV Original,no,-
no,no,no,no,,Seven,"December 9, 2017",The Pop-up Book Bomber (Part 2),884,no,no,TV Original,no,-
no,no,no,no,,Seating locations,"December 16, 2017",Riddle Solution at Caf Poirot (Part 1),885,no,no,V92 - F11,no,-
no,yes,no,no,,Toilet paper,"December 23, 2017",Riddle Solution at Caf Poirot (Part 2),886,no,no,V92 - F11,no,-
no,no,no,yes,,Music box,"January 6, 2018",Kaitou Kid and the Trick Box (Part 1),887,no,no,V91 - F4~6,no,-
no,no,no,yes,,Exchange diary,"January 13, 2018",Kaitou Kid and the Trick Box (Part 2),888,no,no,V91 - F4~6,no,-
no,yes,no,no,,Gym closet,"January 20, 2018",New Deputy Teacher Skeleton Case (Part 1),889,no,no,V91 - F7~9,no,-
no,no,no,no,,Rake,"January 27, 2018",New Deputy Teacher Skeleton Case (Part 2),890,no,no,V91 - F7~9,no,-
no,no,no,no,,,"February 3, 2018",Bakumatsu Revolution Mystery Tour (Part 1),891,no,no,TV Original,no,-
no,no,no,no,,,"February 10, 2018",Bakumatsu Revolution Mystery Tour (Part 2),892,no,no,TV Original,no,-
no,no,no,no,,Cream puff,"February 17, 2018",The Bank Robber's Hospitalization Case (Remastered),91,no,no,V17 ~ F6,no,-
no,no,no,no,,,"February 24, 2018",Mystery of a Famous Restaurant,893,no,no,TV Original,no,-
